UAV_method,start_threshold,number_nodes,ground_width,ground_height,network_type,time_limit,number_task
least_power_k,0.1,20,500,500,homogeneous2,604800,-1
least_power_partition,0.1,20,500,500,homogeneous2,604800,233
least_power,0.2,20,500,500,homogeneous2,604800,238
least_power_k,0.2,20,500,500,homogeneous2,604800,232
least_power_partition,0.2,20,500,500,homogeneous2,604800,233
least_power,0.3,20,500,500,homogeneous2,604800,238
least_power_k,0.3,20,500,500,homogeneous2,604800,237
least_power_partition,0.3,20,500,500,homogeneous2,604800,235
least_power,0.4,20,500,500,homogeneous2,604800,241
least_power_k,0.4,20,500,500,homogeneous2,604800,238
least_power_partition,0.4,20,500,500,homogeneous2,604800,241
least_power,0.5,20,500,500,homogeneous2,604800,254
least_power_k,0.5,20,500,500,homogeneous2,604800,244
least_power_partition,0.5,20,500,500,homogeneous2,604800,244
least_power,0.6,20,500,500,homogeneous2,604800,255
least_power_k,0.6,20,500,500,homogeneous2,604800,248
least_power_partition,0.6,20,500,500,homogeneous2,604800,255
least_power,0.7,20,500,500,homogeneous2,604800,272
least_power_k,0.7,20,500,500,homogeneous2,604800,260
least_power_partition,0.7,20,500,500,homogeneous2,604800,264
least_power,0.8,20,500,500,homogeneous2,604800,287
least_power_k,0.8,20,500,500,homogeneous2,604800,274
least_power_partition,0.8,20,500,500,homogeneous2,604800,270
least_power,0.1,20,1000,1000,homogeneous,604800,-1
least_power_k,0.1,20,1000,1000,homogeneous,604800,-1
least_power_partition,0.1,20,1000,1000,homogeneous,604800,-1
least_power,0.2,20,1000,1000,homogeneous,604800,-1
least_power_k,0.2,20,1000,1000,homogeneous,604800,-1
least_power_partition,0.2,20,1000,1000,homogeneous,604800,-1
least_power,0.3,20,1000,1000,homogeneous,604800,293
least_power_k,0.3,20,1000,1000,homogeneous,604800,281
least_power_partition,0.3,20,1000,1000,homogeneous,604800,279
least_power,0.4,20,1000,1000,homogeneous,604800,295
least_power_k,0.4,20,1000,1000,homogeneous,604800,283
least_power_partition,0.4,20,1000,1000,homogeneous,604800,278
least_power,0.5,20,1000,1000,homogeneous,604800,298
least_power_k,0.5,20,1000,1000,homogeneous,604800,293
least_power_partition,0.5,20,1000,1000,homogeneous,604800,292
least_power,0.6,20,1000,1000,homogeneous,604800,324
least_power_k,0.6,20,1000,1000,homogeneous,604800,301
least_power_partition,0.6,20,1000,1000,homogeneous,604800,300
least_power,0.7,20,1000,1000,homogeneous,604800,347
least_power_k,0.7,20,1000,1000,homogeneous,604800,322
least_power_partition,0.7,20,1000,1000,homogeneous,604800,330
least_power,0.8,20,1000,1000,homogeneous,604800,392
least_power_k,0.8,20,1000,1000,homogeneous,604800,356
least_power_partition,0.8,20,1000,1000,homogeneous,604800,364
least_power,0.1,20,1000,1000,homogeneous2,604800,-1
least_power_k,0.1,20,1000,1000,homogeneous2,604800,-1
least_power_partition,0.1,20,1000,1000,homogeneous2,604800,-1
least_power,0.2,20,1000,1000,homogeneous2,604800,-1
least_power_k,0.2,20,1000,1000,homogeneous2,604800,-1
least_power_partition,0.2,20,1000,1000,homogeneous2,604800,-1
least_power,0.3,20,1000,1000,homogeneous2,604800,320
least_power_k,0.3,20,1000,1000,homogeneous2,604800,304
least_power_partition,0.3,20,1000,1000,homogeneous2,604800,300
least_power,0.4,20,1000,1000,homogeneous2,604800,323
least_power_k,0.4,20,1000,1000,homogeneous2,604800,304
least_power_partition,0.4,20,1000,1000,homogeneous2,604800,304
least_power,0.5,20,1000,1000,homogeneous2,604800,324
least_power_k,0.5,20,1000,1000,homogeneous2,604800,307
least_power_partition,0.5,20,1000,1000,homogeneous2,604800,313
least_power,0.6,20,1000,1000,homogeneous2,604800,340
least_power_k,0.6,20,1000,1000,homogeneous2,604800,320
least_power_partition,0.6,20,1000,1000,homogeneous2,604800,325
least_power,0.7,20,1000,1000,homogeneous2,604800,385
least_power_k,0.7,20,1000,1000,homogeneous2,604800,341
least_power_partition,0.7,20,1000,1000,homogeneous2,604800,343
least_power,0.8,20,1000,1000,homogeneous2,604800,427
least_power_k,0.8,20,1000,1000,homogeneous2,604800,379
least_power_partition,0.8,20,1000,1000,homogeneous2,604800,401
least_power,0.1,50,10,10,homogeneous,604800,-1
least_power_k,0.1,50,10,10,homogeneous,604800,-1
least_power_partition,0.1,50,10,10,homogeneous,604800,-1
least_power,0.2,50,10,10,homogeneous,604800,-1
least_power_k,0.2,50,10,10,homogeneous,604800,-1
least_power_partition,0.2,50,10,10,homogeneous,604800,-1
least_power,0.3,50,10,10,homogeneous,604800,-1
least_power_k,0.3,50,10,10,homogeneous,604800,-1
least_power_partition,0.3,50,10,10,homogeneous,604800,-1
least_power,0.4,50,10,10,homogeneous,604800,-1
least_power_k,0.4,50,10,10,homogeneous,604800,-1
least_power_partition,0.4,50,10,10,homogeneous,604800,-1
least_power,0.5,50,10,10,homogeneous,604800,523
least_power_k,0.5,50,10,10,homogeneous,604800,522
least_power_partition,0.5,50,10,10,homogeneous,604800,522
least_power,0.6,50,10,10,homogeneous,604800,526
least_power_k,0.6,50,10,10,homogeneous,604800,525
least_power_partition,0.6,50,10,10,homogeneous,604800,525
least_power,0.7,50,10,10,homogeneous,604800,529
least_power_k,0.7,50,10,10,homogeneous,604800,528
least_power_partition,0.7,50,10,10,homogeneous,604800,528
least_power,0.8,50,10,10,homogeneous,604800,532
least_power_k,0.8,50,10,10,homogeneous,604800,532
least_power_partition,0.8,50,10,10,homogeneous,604800,532
least_power,0.1,50,10,10,homogeneous2,604800,-1
least_power_k,0.1,50,10,10,homogeneous2,604800,-1
least_power_partition,0.1,50,10,10,homogeneous2,604800,-1
least_power,0.2,50,10,10,homogeneous2,604800,-1
least_power_k,0.2,50,10,10,homogeneous2,604800,-1
least_power_partition,0.2,50,10,10,homogeneous2,604800,-1
least_power,0.3,50,10,10,homogeneous2,604800,525
least_power_k,0.3,50,10,10,homogeneous2,604800,-1
least_power_partition,0.3,50,10,10,homogeneous2,604800,-1
least_power,0.4,50,10,10,homogeneous2,604800,528
least_power_k,0.4,50,10,10,homogeneous2,604800,-1
least_power_partition,0.4,50,10,10,homogeneous2,604800,-1
least_power,0.5,50,10,10,homogeneous2,604800,529
least_power_k,0.5,50,10,10,homogeneous2,604800,-1
least_power_partition,0.5,50,10,10,homogeneous2,604800,-1
least_power,0.6,50,10,10,homogeneous2,604800,533
least_power_k,0.6,50,10,10,homogeneous2,604800,-1
least_power_partition,0.6,50,10,10,homogeneous2,604800,-1
least_power,0.7,50,10,10,homogeneous2,604800,535
least_power_k,0.7,50,10,10,homogeneous2,604800,-1
least_power_partition,0.7,50,10,10,homogeneous2,604800,-1
least_power,0.8,50,10,10,homogeneous2,604800,539
least_power_k,0.8,50,10,10,homogeneous2,604800,-1
least_power_partition,0.8,50,10,10,homogeneous2,604800,-1
least_power,0.1,50,100,100,homogeneous,604800,-1
least_power_k,0.1,50,100,100,homogeneous,604800,-1
least_power_partition,0.1,50,100,100,homogeneous,604800,-1
least_power,0.2,50,100,100,homogeneous,604800,-1
least_power_k,0.2,50,100,100,homogeneous,604800,-1
least_power_partition,0.2,50,100,100,homogeneous,604800,-1
least_power,0.3,50,100,100,homogeneous,604800,-1
least_power_k,0.3,50,100,100,homogeneous,604800,-1
least_power_partition,0.3,50,100,100,homogeneous,604800,-1
least_power,0.4,50,100,100,homogeneous,604800,-1
least_power_k,0.4,50,100,100,homogeneous,604800,-1
least_power_partition,0.4,50,100,100,homogeneous,604800,-1
least_power,0.5,50,100,100,homogeneous,604800,526
least_power_k,0.5,50,100,100,homogeneous,604800,522
least_power_partition,0.5,50,100,100,homogeneous,604800,523
least_power,0.6,50,100,100,homogeneous,604800,534
least_power_k,0.6,50,100,100,homogeneous,604800,529
least_power_partition,0.6,50,100,100,homogeneous,604800,529
least_power,0.7,50,100,100,homogeneous,604800,539
least_power_k,0.7,50,100,100,homogeneous,604800,535
least_power_partition,0.7,50,100,100,homogeneous,604800,532
least_power,0.8,50,100,100,homogeneous,604800,552
least_power_k,0.8,50,100,100,homogeneous,604800,547
least_power_partition,0.8,50,100,100,homogeneous,604800,544
least_power,0.1,50,100,100,homogeneous2,604800,-1
least_power_k,0.1,50,100,100,homogeneous2,604800,-1
least_power_partition,0.1,50,100,100,homogeneous2,604800,-1
least_power,0.2,50,100,100,homogeneous2,604800,-1
least_power_k,0.2,50,100,100,homogeneous2,604800,-1
least_power_partition,0.2,50,100,100,homogeneous2,604800,-1
least_power,0.3,50,100,100,homogeneous2,604800,525
least_power_k,0.3,50,100,100,homogeneous2,604800,-1
least_power_partition,0.3,50,100,100,homogeneous2,604800,523
least_power,0.4,50,100,100,homogeneous2,604800,533
least_power_k,0.4,50,100,100,homogeneous2,604800,-1
least_power_partition,0.4,50,100,100,homogeneous2,604800,528
least_power,0.5,50,100,100,homogeneous2,604800,534
least_power_k,0.5,50,100,100,homogeneous2,604800,-1
least_power_partition,0.5,50,100,100,homogeneous2,604800,529
least_power,0.6,50,100,100,homogeneous2,604800,542
least_power_k,0.6,50,100,100,homogeneous2,604800,-1
least_power_partition,0.6,50,100,100,homogeneous2,604800,534
least_power,0.7,50,100,100,homogeneous2,604800,549
least_power_k,0.7,50,100,100,homogeneous2,604800,-1
least_power_partition,0.7,50,100,100,homogeneous2,604800,540
least_power,0.8,50,100,100,homogeneous2,604800,559
least_power_k,0.8,50,100,100,homogeneous2,604800,-1
least_power_partition,0.8,50,100,100,homogeneous2,604800,550
least_power,0.1,50,500,500,homogeneous,604800,-1
least_power_k,0.1,50,500,500,homogeneous,604800,-1
least_power_partition,0.1,50,500,500,homogeneous,604800,-1
least_power,0.2,50,500,500,homogeneous,604800,-1
least_power_k,0.2,50,500,500,homogeneous,604800,-1
least_power_partition,0.2,50,500,500,homogeneous,604800,-1
least_power,0.3,50,500,500,homogeneous,604800,-1
least_power_k,0.3,50,500,500,homogeneous,604800,-1
least_power_partition,0.3,50,500,500,homogeneous,604800,-1
least_power,0.4,50,500,500,homogeneous,604800,-1
least_power_k,0.4,50,500,500,homogeneous,604800,-1
least_power_partition,0.4,50,500,500,homogeneous,604800,-1
least_power,0.5,50,500,500,homogeneous,604800,639
least_power_k,0.5,50,500,500,homogeneous,604800,615
least_power_partition,0.5,50,500,500,homogeneous,604800,612
least_power,0.6,50,500,500,homogeneous,604800,647
least_power_k,0.6,50,500,500,homogeneous,604800,623
least_power_partition,0.6,50,500,500,homogeneous,604800,619
least_power,0.7,50,500,500,homogeneous,604800,672
least_power_k,0.7,50,500,500,homogeneous,604800,646
least_power_partition,0.7,50,500,500,homogeneous,604800,639
least_power,0.8,50,500,500,homogeneous,604800,672
least_power_k,0.8,50,500,500,homogeneous,604800,670
least_power_partition,0.8,50,500,500,homogeneous,604800,670
least_power,0.1,50,500,500,homogeneous2,604800,-1
least_power_k,0.1,50,500,500,homogeneous2,604800,-1
least_power_partition,0.1,50,500,500,homogeneous2,604800,-1
least_power,0.2,50,500,500,homogeneous2,604800,-1
least_power_k,0.2,50,500,500,homogeneous2,604800,-1
least_power_partition,0.2,50,500,500,homogeneous2,604800,-1
least_power,0.3,50,500,500,homogeneous2,604800,-1
least_power_k,0.3,50,500,500,homogeneous2,604800,-1
least_power_partition,0.3,50,500,500,homogeneous2,604800,-1
least_power,0.4,50,500,500,homogeneous2,604800,-1
least_power_k,0.4,50,500,500,homogeneous2,604800,-1
least_power_partition,0.4,50,500,500,homogeneous2,604800,-1
least_power,0.5,50,500,500,homogeneous2,604800,-1
least_power_k,0.5,50,500,500,homogeneous2,604800,-1
least_power_partition,0.5,50,500,500,homogeneous2,604800,-1
least_power,0.6,50,500,500,homogeneous2,604800,-1
least_power_k,0.6,50,500,500,homogeneous2,604800,-1
least_power_partition,0.6,50,500,500,homogeneous2,604800,-1
least_power,0.7,50,500,500,homogeneous2,604800,-1
least_power_k,0.7,50,500,500,homogeneous2,604800,-1
least_power_partition,0.7,50,500,500,homogeneous2,604800,-1
least_power,0.8,50,500,500,homogeneous2,604800,-1
least_power_k,0.8,50,500,500,homogeneous2,604800,-1
least_power_partition,0.8,50,500,500,homogeneous2,604800,-1
least_power,0.1,50,1000,1000,homogeneous,604800,-1
least_power_k,0.1,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.1,50,1000,1000,homogeneous,604800,-1
least_power,0.2,50,1000,1000,homogeneous,604800,-1
least_power_k,0.2,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.2,50,1000,1000,homogeneous,604800,-1
least_power,0.3,50,1000,1000,homogeneous,604800,-1
least_power_k,0.3,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.3,50,1000,1000,homogeneous,604800,-1
least_power,0.4,50,1000,1000,homogeneous,604800,-1
least_power_k,0.4,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,50,1000,1000,homogeneous,604800,-1
least_power,0.5,50,1000,1000,homogeneous,604800,-1
least_power_k,0.5,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.5,50,1000,1000,homogeneous,604800,-1
least_power,0.6,50,1000,1000,homogeneous,604800,-1
least_power_k,0.6,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.6,50,1000,1000,homogeneous,604800,-1
least_power,0.7,50,1000,1000,homogeneous,604800,-1
least_power_k,0.7,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.7,50,1000,1000,homogeneous,604800,-1
least_power,0.8,50,1000,1000,homogeneous,604800,-1
least_power_k,0.8,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.8,50,1000,1000,homogeneous,604800,-1
least_power,0.1,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.1,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.1,50,1000,1000,homogeneous2,604800,-1
least_power,0.2,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.2,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.2,50,1000,1000,homogeneous2,604800,-1
least_power,0.3,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.3,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.3,50,1000,1000,homogeneous2,604800,-1
least_power,0.4,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.4,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.4,50,1000,1000,homogeneous2,604800,-1
least_power,0.5,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.5,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.5,50,1000,1000,homogeneous2,604800,-1
least_power,0.6,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.6,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.6,50,1000,1000,homogeneous2,604800,-1
least_power,0.7,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.7,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.7,50,1000,1000,homogeneous2,604800,-1
least_power,0.8,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.8,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.8,50,1000,1000,homogeneous2,604800,-1
least_power,0.1,100,10,10,homogeneous,604800,-1
least_power_k,0.1,100,10,10,homogeneous,604800,-1
least_power_partition,0.1,100,10,10,homogeneous,604800,-1
least_power,0.2,100,10,10,homogeneous,604800,-1
least_power_k,0.2,100,10,10,homogeneous,604800,-1
least_power_partition,0.2,100,10,10,homogeneous,604800,-1
least_power,0.3,100,10,10,homogeneous,604800,-1
least_power_k,0.3,100,10,10,homogeneous,604800,-1
least_power_partition,0.3,100,10,10,homogeneous,604800,-1
least_power,0.4,100,10,10,homogeneous,604800,-1
least_power_k,0.4,100,10,10,homogeneous,604800,-1
least_power_partition,0.4,100,10,10,homogeneous,604800,-1
least_power,0.5,100,10,10,homogeneous,604800,-1
least_power_k,0.5,100,10,10,homogeneous,604800,-1
least_power_partition,0.5,100,10,10,homogeneous,604800,-1
least_power,0.6,100,10,10,homogeneous,604800,-1
least_power_k,0.6,100,10,10,homogeneous,604800,-1
least_power_partition,0.6,100,10,10,homogeneous,604800,-1
least_power,0.7,100,10,10,homogeneous,604800,-1
least_power_k,0.7,100,10,10,homogeneous,604800,-1
least_power_partition,0.7,100,10,10,homogeneous,604800,-1
least_power,0.8,100,10,10,homogeneous,604800,-1
least_power_k,0.8,100,10,10,homogeneous,604800,-1
least_power_partition,0.8,100,10,10,homogeneous,604800,-1
least_power,0.1,100,10,10,homogeneous2,604800,-1
least_power_k,0.1,100,10,10,homogeneous2,604800,-1
least_power_partition,0.1,100,10,10,homogeneous2,604800,-1
least_power,0.2,100,10,10,homogeneous2,604800,-1
least_power_k,0.2,100,10,10,homogeneous2,604800,-1
least_power_partition,0.2,100,10,10,homogeneous2,604800,-1
least_power,0.3,100,10,10,homogeneous2,604800,-1
least_power_k,0.3,100,10,10,homogeneous2,604800,-1
least_power_partition,0.3,100,10,10,homogeneous2,604800,-1
least_power,0.4,100,10,10,homogeneous2,604800,-1
least_power_k,0.4,100,10,10,homogeneous2,604800,-1
least_power_partition,0.4,100,10,10,homogeneous2,604800,-1
least_power,0.5,100,10,10,homogeneous2,604800,-1
least_power_k,0.5,100,10,10,homogeneous2,604800,-1
least_power_partition,0.5,100,10,10,homogeneous2,604800,-1
least_power,0.6,100,10,10,homogeneous2,604800,-1
least_power_k,0.6,100,10,10,homogeneous2,604800,-1
least_power_partition,0.6,100,10,10,homogeneous2,604800,-1
least_power,0.7,100,10,10,homogeneous2,604800,-1
least_power_k,0.7,100,10,10,homogeneous2,604800,-1
least_power_partition,0.7,100,10,10,homogeneous2,604800,-1
least_power,0.8,100,10,10,homogeneous2,604800,-1
least_power_k,0.8,100,10,10,homogeneous2,604800,-1
least_power_partition,0.8,100,10,10,homogeneous2,604800,-1
least_power,0.1,100,100,100,homogeneous,604800,-1
least_power_k,0.1,100,100,100,homogeneous,604800,-1
least_power_partition,0.1,100,100,100,homogeneous,604800,-1
least_power,0.2,100,100,100,homogeneous,604800,-1
least_power_k,0.2,100,100,100,homogeneous,604800,-1
least_power_partition,0.2,100,100,100,homogeneous,604800,-1
least_power,0.3,100,100,100,homogeneous,604800,-1
least_power_k,0.3,100,100,100,homogeneous,604800,-1
least_power_partition,0.3,100,100,100,homogeneous,604800,-1
least_power,0.4,100,100,100,homogeneous,604800,-1
least_power_k,0.4,100,100,100,homogeneous,604800,-1
least_power_partition,0.4,100,100,100,homogeneous,604800,-1
least_power,0.5,100,100,100,homogeneous,604800,-1
least_power_k,0.5,100,100,100,homogeneous,604800,-1
least_power_partition,0.5,100,100,100,homogeneous,604800,-1
least_power,0.6,100,100,100,homogeneous,604800,-1
least_power_k,0.6,100,100,100,homogeneous,604800,-1
least_power_partition,0.6,100,100,100,homogeneous,604800,-1
least_power,0.7,100,100,100,homogeneous,604800,-1
least_power_k,0.7,100,100,100,homogeneous,604800,-1
least_power_partition,0.7,100,100,100,homogeneous,604800,-1
least_power,0.8,100,100,100,homogeneous,604800,-1
least_power_k,0.8,100,100,100,homogeneous,604800,-1
least_power_partition,0.8,100,100,100,homogeneous,604800,-1
least_power,0.1,100,100,100,homogeneous2,604800,-1
least_power_k,0.1,100,100,100,homogeneous2,604800,-1
least_power_partition,0.1,100,100,100,homogeneous2,604800,-1
least_power,0.2,100,100,100,homogeneous2,604800,-1
least_power_k,0.2,100,100,100,homogeneous2,604800,-1
least_power_partition,0.2,100,100,100,homogeneous2,604800,-1
least_power,0.3,100,100,100,homogeneous2,604800,-1
least_power_k,0.3,100,100,100,homogeneous2,604800,-1
least_power_partition,0.3,100,100,100,homogeneous2,604800,-1
least_power,0.4,100,100,100,homogeneous2,604800,-1
least_power_k,0.4,100,100,100,homogeneous2,604800,-1
least_power_partition,0.4,100,100,100,homogeneous2,604800,-1
least_power,0.5,100,100,100,homogeneous2,604800,-1
least_power_k,0.5,100,100,100,homogeneous2,604800,-1
least_power_partition,0.5,100,100,100,homogeneous2,604800,-1
least_power,0.6,100,100,100,homogeneous2,604800,-1
least_power_k,0.6,100,100,100,homogeneous2,604800,-1
least_power_partition,0.6,100,100,100,homogeneous2,604800,-1
least_power,0.7,100,100,100,homogeneous2,604800,-1
least_power_k,0.7,100,100,100,homogeneous2,604800,-1
least_power_partition,0.7,100,100,100,homogeneous2,604800,-1
least_power,0.8,100,100,100,homogeneous2,604800,-1
least_power_k,0.8,100,100,100,homogeneous2,604800,-1
least_power_partition,0.8,100,100,100,homogeneous2,604800,-1
least_power,0.1,100,500,500,homogeneous,604800,-1
least_power_k,0.1,100,500,500,homogeneous,604800,-1
least_power_partition,0.1,100,500,500,homogeneous,604800,-1
least_power,0.2,100,500,500,homogeneous,604800,-1
least_power_k,0.2,100,500,500,homogeneous,604800,-1
least_power_partition,0.2,100,500,500,homogeneous,604800,-1
least_power,0.3,100,500,500,homogeneous,604800,-1
least_power_k,0.3,100,500,500,homogeneous,604800,-1
least_power_partition,0.3,100,500,500,homogeneous,604800,-1
least_power,0.4,100,500,500,homogeneous,604800,-1
least_power_k,0.4,100,500,500,homogeneous,604800,-1
least_power_partition,0.4,100,500,500,homogeneous,604800,-1
least_power,0.5,100,500,500,homogeneous,604800,-1
least_power_k,0.5,100,500,500,homogeneous,604800,-1
least_power_partition,0.5,100,500,500,homogeneous,604800,-1
least_power,0.6,100,500,500,homogeneous,604800,-1
least_power_k,0.6,100,500,500,homogeneous,604800,-1
least_power_partition,0.6,100,500,500,homogeneous,604800,-1
least_power,0.7,100,500,500,homogeneous,604800,-1
least_power_k,0.7,100,500,500,homogeneous,604800,-1
least_power_partition,0.7,100,500,500,homogeneous,604800,-1
least_power,0.8,100,500,500,homogeneous,604800,-1
least_power_k,0.8,100,500,500,homogeneous,604800,-1
least_power_partition,0.8,100,500,500,homogeneous,604800,-1
least_power,0.1,100,500,500,homogeneous2,604800,-1
least_power_k,0.1,100,500,500,homogeneous2,604800,-1
least_power_partition,0.1,100,500,500,homogeneous2,604800,-1
least_power,0.2,100,500,500,homogeneous2,604800,-1
least_power_k,0.2,100,500,500,homogeneous2,604800,-1
least_power_partition,0.2,100,500,500,homogeneous2,604800,-1
least_power,0.3,100,500,500,homogeneous2,604800,-1
least_power_k,0.3,100,500,500,homogeneous2,604800,-1
least_power_partition,0.3,100,500,500,homogeneous2,604800,-1
least_power,0.4,100,500,500,homogeneous2,604800,-1
least_power_k,0.4,100,500,500,homogeneous2,604800,-1
least_power_partition,0.4,100,500,500,homogeneous2,604800,-1
least_power,0.5,100,500,500,homogeneous2,604800,-1
least_power_k,0.5,100,500,500,homogeneous2,604800,-1
least_power_partition,0.5,100,500,500,homogeneous2,604800,-1
least_power,0.6,100,500,500,homogeneous2,604800,-1
least_power_k,0.6,100,500,500,homogeneous2,604800,-1
least_power_partition,0.6,100,500,500,homogeneous2,604800,-1
least_power,0.7,100,500,500,homogeneous2,604800,-1
least_power_k,0.7,100,500,500,homogeneous2,604800,-1
least_power_partition,0.7,100,500,500,homogeneous2,604800,-1
least_power,0.8,100,500,500,homogeneous2,604800,-1
least_power_k,0.8,100,500,500,homogeneous2,604800,-1
least_power_partition,0.8,100,500,500,homogeneous2,604800,-1
least_power,0.1,100,1000,1000,homogeneous,604800,-1
least_power_k,0.1,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.1,100,1000,1000,homogeneous,604800,-1
least_power,0.2,100,1000,1000,homogeneous,604800,-1
least_power_k,0.2,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.2,100,1000,1000,homogeneous,604800,-1
least_power,0.3,100,1000,1000,homogeneous,604800,-1
least_power_k,0.3,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.3,100,1000,1000,homogeneous,604800,-1
least_power,0.4,100,1000,1000,homogeneous,604800,-1
least_power_k,0.4,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,100,1000,1000,homogeneous,604800,-1
least_power,0.5,100,1000,1000,homogeneous,604800,-1
least_power_k,0.5,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.5,100,1000,1000,homogeneous,604800,-1
least_power,0.6,100,1000,1000,homogeneous,604800,-1
least_power_k,0.6,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.6,100,1000,1000,homogeneous,604800,-1
least_power,0.7,100,1000,1000,homogeneous,604800,-1
least_power_k,0.7,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.7,100,1000,1000,homogeneous,604800,-1
least_power,0.8,100,1000,1000,homogeneous,604800,-1
least_power_k,0.8,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.8,100,1000,1000,homogeneous,604800,-1
least_power,0.1,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.1,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.1,100,1000,1000,homogeneous2,604800,-1
least_power,0.2,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.2,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.2,100,1000,1000,homogeneous2,604800,-1
least_power,0.3,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.3,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.3,100,1000,1000,homogeneous2,604800,-1
least_power,0.4,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.4,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.4,100,1000,1000,homogeneous2,604800,-1
least_power,0.5,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.5,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.5,100,1000,1000,homogeneous2,604800,-1
least_power,0.6,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.6,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.6,100,1000,1000,homogeneous2,604800,-1
least_power,0.7,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.7,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.7,100,1000,1000,homogeneous2,604800,-1
least_power,0.8,100,1000,1000,homogeneous2,604800,-1
least_power_k,0.8,100,1000,1000,homogeneous2,604800,-1
least_power_partition,0.8,100,1000,1000,homogeneous2,604800,-1
